x,E,y
4.51447521485695,0.398475221827931,2
3.67360396617187,1.15281099892039,3
3.89461521615446,1.17671812540074,3
3.63763403575747,1.97233684612266,5
3.39310467887702,1.04724311108091,7
3.83479809122845,0.641605253015577,2
4.28441715466188,0.861209950506758,2
3.97285141109438,1.13106991639935,4
3.74030418513092,1.29777860275515,6
3.40069954436914,0.657288513859226,1
4.05843660176604,0.913259788840666,7
3.88890095840035,0.755418086894984,1
4.0985727862109,0.800254526403084,5
4.41387874003858,2.05554048548666,10
3.87911595968271,1.6136596236886,3
3.58328905536433,1.22353794743904,7
3.62314617738815,0.925107229042704,3
4.1429567797175,1.19439690493147,7
3.55108032950418,1.02637093508568,5
3.8209571032126,0.873060076326872,5
3.86194590829092,0.395403990850075,0
3.6545896687089,1.63371211740899,5
3.53361505186547,0.413120147460305,0
4.04571631102484,2.13360394201355,13
3.42003069324879,1.52119668591664,3
4.24599584843037,0.367421996335803,0
3.76247573531677,0.818034121110763,2
3.72041792879952,0.763878569450229,2
3.61566167953701,1.21577444469487,7
3.56413193718692,0.557046790130768,1
3.92616126911371,0.738104156181522,3
4.42251876741276,0.652242802556751,2
4.33023761423532,0.781745446270034,4
3.62639328915177,0.931174190281409,1
3.8114834463848,0.516317865185537,2
4.20886271566039,1.079796220224,2
3.55026243794872,0.546060930026784,3
3.83511316903893,0.974467140097108,5
4.07836490228934,0.740618804626902,6
3.76256304156575,1.44727799440478,6
3.80960751137955,0.759452801086508,3
4.11096237322376,0.502567510731268,1
3.74998636464138,0.91377771540209,2
3.6872168379722,1.28186528657638,5
3.94805203581818,1.16061691766534,6
3.78321122589465,0.49597177681706,1
3.91477059369259,1.0923247890378,3
3.5033034617505,0.373164398481795,0
3.40581070757826,0.775998192022567,4
3.89388916575478,1.13182935192684,3
4.13404567731028,0.776937297991255,2
3.77132874569317,1.48647224520689,4
4.25907518253975,0.344929892370167,1
4.19207079807111,1.71716707836439,5
4.10428461033112,0.722768755880643,4
3.80499019237778,0.71318604391968,1
3.73833668082174,0.944831402469578,3
3.59482086013569,0.501481866420974,3
3.81743959180469,0.733548175883728,4
4.07569484614643,0.707395761385194,7
4.16531572125882,0.710815495632162,1
4.81971154847263,0.95538566440831,3
3.4553895305854,1.47992665225223,5
3.83747630440474,1.14301008866366,7
4.30860999611835,0.780124348935248,3
4.32192183594322,1.12357961213163,4
3.46917760151971,0.81881145128864,1
3.61337772581663,0.677326721313377,2
4.15587976788786,1.37520808696774,3
3.68415847701727,0.812227386427421,3
3.96022988069207,1.45434611232967,5
4.04813692153943,0.459662060252911,3
3.67280190266578,1.25429633122492,7
4.01068238655987,0.8416561111428,1
4.16813090407543,0.622896114068609,2
3.41867118593872,0.210478387493654,0
3.66687937569261,0.612445704261053,1
4.34586572431605,0.841554263534455,6
3.90097820361928,1.71999170879523,12
3.88298536283002,1.32533852551443,3
3.8642423896313,0.43845940059183,5
4.40813965121367,1.69207290390219,6
3.78731444715724,0.421562716883031,1
4.05281482500841,0.730674204181432,5
4.44785827833423,0.788542605464788,5
4.03303973298564,0.17733582630085,0
3.43175857315975,0.329466066481991,1
4.53278490827184,1.43024717509116,6
4.52201561741937,0.680426418177537,3
3.81709064951132,0.962907642782508,2
3.94376161537986,1.20989572163029,3
3.68123390037459,0.672237785188577,4
3.87680779876068,0.957933018876592,2
4.13574298075742,0.816363546249002,1
3.92669688094303,1.28333326082152,5
3.6050692529375,0.421098974667779,3
3.79592880343467,0.523292310056412,2
4.12924460453104,0.413183909975735,2
3.75777509386894,0.674450280971739,2
4.03330866827451,1.00415409089383,8
3.74438123722194,0.528745591001026,4
4.52871005318562,1.51606483490633,9
3.69697503089337,0.649822167362966,5
4.09583057500697,1.13527213043762,6
3.92110825992649,0.308978762052868,0
3.82966036517365,1.91638059966263,8
3.81307149920132,1.09872689734911,1
3.62465244670473,0.610473440337179,2
4.33237920714706,0.394802736199387,2
3.53817727898815,0.469459543750609,0
4.15392998932989,0.89112654843967,10
3.74072785103657,1.12381638025797,2
4.04899193993034,0.21746613399539,1
3.69387476147306,0.699854743895368,2
4.31481383162664,1.17475227718619,5
4.2080303644628,1.6375755114276,8
3.77479795824285,0.52338264330192,1
3.67735417404113,0.615086107809722,2
3.63173967455859,0.436333240756456,4
4.13850801466951,0.614538613024337,3
3.63488234480918,0.779425105914572,2
4.33075706553992,0.828047877584287,7
3.8732803589342,1.1235700498149,2
4.28010100387044,0.610963192012661,1
3.82411005765109,0.381999570336179,1
4.2472691886744,0.754685773049586,5
3.82490074513071,0.389144045380257,0
3.89450758167929,1.20402330894088,2
3.73374190949042,0.632208714597524,1
3.89442777175496,1.30213128052979,7
4.35211433939956,0.924717405601515,6
3.89132850359818,0.211156096378544,1
3.72381370075404,0.428436847624495,0
4.18883450692088,1.62321116189446,4
3.75115232971871,0.472728259250516,2
4.03291408056366,0.718721122759456,3
4.10583129909318,0.756203314050433,1
3.53775069494268,0.629592878303196,3
3.75720302423335,0.559377517833119,2
3.88081820944226,0.97672133140958,2
4.08998706894789,1.21297102513029,4
3.72266304066961,1.06075976506525,2
3.74498857789923,1.60913646318461,7
4.10182341854066,0.840678543183641,4
3.69903745339901,1.01452740991217,1
4.30777870804161,0.81019733939846,2
3.6838490730394,1.11207618769546,6
3.84984210853371,0.547821025515078,4
4.06499516660141,0.753218221714501,1
3.93173049464317,1.1938879627445,8
4.22950446969172,1.20942369775621,2
4.2145697840145,0.520579475237197,3
4.10798323315912,1.30591649697393,6
3.60745683521166,0.395121426801747,3
3.51619935077615,0.846680769956191,3
